,number_of_vehicles_involved,number_of_casualties,accident_severity,time_hours,day_of_week_encoded,driving_experience_encoded,educational_level_encoded,age_band_of_casualty_encoded,service_year_of_vehicle_encoded,age_band_of_driver_encoded,casualty_severity_encoded,cause_of_accident_encoded,type_of_vehicle_encoded,area_accident_occured_encoded,vehicle_movement_encoded,road_allignment_encoded,type_of_collision_encoded,pedestrian_movement_encoded,weather_conditions_encoded,types_of_junction_encoded,lanes_or_medians_encoded,road_surface_type_encoded,owner_of_vehicle_encoded,road_surface_conditions_encoded,casualty_class_encoded,light_conditions_encoded,sex_of_casualty_encoded,sex_of_driver_encoded
10264,2,1,Slight Injury,7,6,2,1,5,3,1,3,10,9,2,2,5,8,5,2,7,6,0,3,0,3,3,2,1
10265,2,1,Slight Injury,7,6,0,1,0,5,3,2,12,14,6,2,5,8,5,2,7,2,0,3,0,0,3,1,1
10266,1,1,Slight Injury,19,3,2,1,1,5,2,2,10,0,7,2,5,8,5,2,2,2,0,3,0,2,0,1,1
10267,2,1,Slight Injury,6,6,2,1,3,5,1,2,10,5,6,2,6,6,2,4,7,2,0,3,3,2,2,1,1
10268,2,1,Slight Injury,6,6,1,1,1,5,3,2,9,13,6,2,5,8,4,4,7,2,0,3,3,2,2,1,1
10269,3,2,Slight Injury,12,0,2,1,5,3,0,3,1,5,6,2,2,2,5,2,7,2,0,3,0,3,3,2,1
10270,3,2,Slight Injury,12,0,2,5,4,3,0,2,11,5,2,2,2,1,0,2,7,4,0,3,0,2,3,1,1
10271,3,2,Slight Injury,12,0,3,4,1,3,2,2,9,11,6,2,1,8,5,2,7,4,0,3,0,0,3,1,1
10272,2,1,Serious Injury,18,5,3,4,0,2,1,2,7,0,7,4,1,8,5,2,7,0,0,3,0,0,3,0,1
10273,2,1,Serious Injury,18,5,4,1,5,5,2,3,16,0,7,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10274,2,1,Slight Injury,11,3,2,1,0,2,3,2,14,0,2,2,7,8,5,2,7,5,0,3,0,0,3,1,1
10275,2,1,Slight Injury,11,3,2,1,0,0,2,1,1,11,12,3,5,8,5,2,7,4,0,3,0,2,3,1,1
10276,2,1,Slight Injury,12,2,1,1,1,5,0,2,8,4,2,2,5,8,5,2,7,2,0,4,0,1,3,0,1
10277,2,1,Slight Injury,12,2,3,1,2,3,0,2,13,8,6,3,5,8,5,2,7,4,0,3,0,0,3,1,1
10278,1,1,Serious Injury,8,0,1,1,1,1,1,2,0,4,7,4,5,2,5,2,1,6,0,3,0,0,3,1,1
10279,1,1,Slight Injury,8,4,3,4,0,3,0,2,1,8,2,2,4,6,0,4,1,2,0,3,0,2,3,1,1
10280,2,1,Slight Injury,23,0,4,4,4,0,0,2,11,13,7,7,5,8,6,2,0,0,2,0,0,2,0,1,1
10281,2,1,Slight Injury,23,0,1,4,0,3,1,2,15,4,7,2,5,1,5,2,0,0,0,0,0,0,0,1,1
10282,2,5,Slight Injury,22,3,2,1,1,2,0,2,0,17,6,4,1,8,5,2,0,2,0,1,0,0,0,1,1
10283,2,5,Slight Injury,22,3,2,1,0,3,0,2,12,17,7,4,5,8,5,2,0,2,0,1,0,1,0,1,1
10284,2,5,Slight Injury,22,3,0,1,0,1,0,2,1,5,7,4,5,1,5,2,0,2,0,3,0,0,0,1,1
10285,2,5,Slight Injury,22,3,6,1,5,5,2,3,10,7,9,8,5,1,5,2,0,2,0,0,0,3,0,2,1
10286,2,5,Slight Injury,22,3,0,4,4,3,2,2,11,7,9,4,5,8,5,2,0,5,0,3,0,0,0,1,1
10287,3,1,Slight Injury,17,5,2,5,5,2,1,3,10,0,6,4,5,8,5,2,1,4,0,3,0,3,3,2,1
10288,3,1,Slight Injury,17,5,0,1,0,5,4,2,12,7,1,4,9,8,5,2,1,6,0,3,0,0,3,1,0
10289,3,1,Slight Injury,17,5,2,4,5,5,4,3,13,0,6,2,6,8,5,2,1,6,0,0,0,3,3,2,0
10290,2,1,Slight Injury,14,3,1,4,5,2,1,3,3,10,4,2,5,8,5,2,7,6,1,3,0,3,3,2,1
10291,2,1,Slight Injury,14,3,1,4,3,5,3,2,0,5,13,2,9,2,5,2,7,5,0,4,0,0,3,1,1
10292,2,1,Serious Injury,6,0,2,4,1,5,0,2,3,17,9,2,5,8,5,2,1,4,0,3,3,0,0,1,1
10293,2,1,Serious Injury,6,0,4,4,1,3,0,2,0,0,9,2,5,8,5,2,1,6,0,0,3,0,0,0,1
10294,2,1,Slight Injury,22,6,4,2,5,0,1,3,12,17,4,2,5,8,5,4,0,6,0,3,3,3,0,2,1
10295,2,1,Slight Injury,22,6,6,4,5,1,1,3,10,5,9,2,5,8,5,4,0,4,0,3,3,3,0,2,1
10296,2,1,Slight Injury,19,5,4,4,0,5,2,2,1,17,9,2,5,8,5,2,1,6,0,3,0,0,0,1,1
10297,2,1,Slight Injury,19,5,1,4,1,5,1,2,1,5,6,2,5,8,5,2,1,4,0,3,0,0,0,1,1
10298,1,1,Slight Injury,18,6,1,4,0,1,0,2,2,15,6,2,0,8,5,2,1,0,0,3,3,1,0,0,1
10299,2,1,Slight Injury,17,3,2,4,5,3,1,3,10,5,6,2,5,8,5,2,7,6,0,3,0,3,3,2,1
10300,2,1,Slight Injury,17,3,2,1,4,0,1,2,1,5,6,7,0,8,5,2,7,4,0,3,0,0,3,1,1
10301,2,3,Slight Injury,17,4,2,5,1,5,1,2,0,7,6,2,5,8,5,2,7,1,0,3,3,0,0,1,1
10302,2,3,Slight Injury,17,4,2,4,0,5,1,2,7,14,6,4,5,8,5,2,7,4,0,3,3,0,0,0,1
10303,2,3,Slight Injury,17,4,2,4,5,5,2,3,13,14,6,11,5,8,5,2,7,6,0,3,3,3,0,2,1
10304,2,1,Slight Injury,17,0,1,3,3,3,0,2,13,5,9,1,5,8,5,2,0,6,0,3,0,1,0,0,1
10305,2,1,Slight Injury,17,0,2,4,4,2,3,2,10,5,9,2,5,8,1,2,0,1,0,3,0,2,0,0,1
10306,1,1,Slight Injury,8,1,4,4,1,5,4,2,12,7,7,2,5,8,5,5,7,1,0,3,3,0,3,1,0
10307,2,1,Slight Injury,13,5,0,4,5,2,0,3,16,0,2,2,5,2,5,2,7,4,0,3,0,3,3,2,1
10308,2,1,Slight Injury,13,5,1,1,0,5,3,2,11,17,1,2,5,8,5,2,7,6,0,3,0,0,3,0,1
10309,3,1,Slight Injury,23,0,1,1,5,5,4,3,10,15,4,9,5,8,5,4,0,4,5,3,3,3,0,2,0
10310,3,1,Slight Injury,23,0,2,1,0,5,0,1,1,5,9,0,9,8,5,4,0,6,0,4,3,0,0,1,1
10311,3,1,Slight Injury,23,0,2,4,5,3,0,3,3,7,9,0,8,8,5,4,0,6,0,3,3,3,0,2,0
10312,2,1,Slight Injury,20,5,3,4,1,1,1,2,1,0,6,0,5,1,6,2,0,0,0,3,0,2,0,1,1
10313,2,1,Slight Injury,20,5,1,1,5,1,0,3,16,11,0,0,5,8,5,2,0,4,0,3,0,3,0,2,1
10314,1,1,Slight Injury,10,0,2,4,0,5,1,2,13,14,13,4,5,8,5,2,7,6,0,4,0,0,3,1,1
10315,2,2,Slight Injury,16,1,4,4,3,5,0,1,4,0,4,0,5,8,6,2,1,6,0,3,3,2,0,1,1
10316,2,2,Slight Injury,16,1,2,4,1,5,2,2,2,5,9,9,5,8,5,2,1,3,0,3,3,0,0,1,1
10317,2,2,Slight Injury,16,1,3,2,5,4,2,3,19,7,9,0,5,8,5,2,1,4,0,0,3,3,0,2,1
10318,2,5,Slight Injury,18,3,2,4,5,2,2,3,1,10,7,0,5,8,5,2,1,4,0,3,3,3,0,2,1
10319,2,5,Slight Injury,18,3,0,1,2,5,2,2,10,7,9,0,5,8,5,2,1,6,0,0,3,0,0,1,1
10320,2,5,Slight Injury,18,3,6,4,5,0,1,3,13,7,10,0,1,8,5,2,1,4,0,3,3,3,0,2,1
10321,2,5,Slight Injury,18,3,0,0,1,1,1,1,12,12,10,0,1,1,5,2,1,4,0,3,3,0,0,1,1
10322,2,5,Slight Injury,18,3,3,4,0,5,1,2,0,5,6,4,5,8,5,2,1,0,0,3,3,0,0,1,1
10323,2,1,Slight Injury,15,4,0,4,5,1,4,3,11,5,9,2,1,8,5,4,1,4,0,3,3,3,0,2,0
10324,2,1,Slight Injury,15,4,2,4,5,5,1,3,16,8,9,2,5,8,5,4,1,6,0,3,3,3,0,2,1
10325,2,1,Slight Injury,15,0,1,4,1,5,3,1,3,4,5,4,5,8,5,2,0,6,0,3,3,0,0,1,1
10326,2,1,Slight Injury,15,0,6,5,5,3,2,3,12,0,9,2,5,2,5,2,0,6,0,3,3,3,0,2,1
10327,2,1,Serious Injury,7,4,1,4,0,2,0,2,11,0,2,2,5,8,5,2,2,6,0,3,3,0,3,1,1
10328,2,1,Serious Injury,7,4,1,4,1,5,1,2,1,8,6,2,5,8,5,2,2,4,0,3,3,2,3,0,1
10329,1,1,Serious Injury,17,1,3,4,1,5,1,2,3,0,6,2,7,8,5,2,7,2,0,3,0,2,3,1,1
10330,1,1,Slight Injury,15,1,0,4,0,5,1,2,1,7,6,2,0,8,5,0,1,2,0,0,3,0,3,0,1
10331,2,2,Slight Injury,9,1,0,0,5,1,2,3,1,5,7,7,7,8,5,2,5,4,0,3,0,3,3,2,1
10332,2,2,Slight Injury,9,1,5,0,0,1,2,2,0,10,7,3,5,8,5,2,5,4,0,3,0,0,3,1,1
10333,2,2,Slight Injury,9,1,0,4,4,5,4,2,17,8,9,5,5,8,5,2,5,2,0,3,0,2,3,1,0
10334,1,1,Slight Injury,10,0,2,4,1,5,0,2,3,14,7,2,5,2,5,4,1,2,0,3,3,0,3,1,1
10335,1,1,Slight Injury,8,4,3,4,5,4,2,3,10,7,7,2,6,8,5,3,7,4,0,3,3,3,3,2,1
10336,2,1,Serious Injury,13,4,3,4,5,2,0,3,3,8,7,2,5,8,5,4,1,2,0,3,3,3,3,2,1
10337,2,1,Serious Injury,13,4,2,4,0,2,3,2,0,10,7,2,5,8,5,4,1,4,0,0,3,0,3,1,1
10338,2,1,Slight Injury,17,6,1,1,0,1,0,2,12,9,7,2,6,8,5,2,7,0,0,3,3,0,0,1,1
10339,2,1,Slight Injury,17,6,1,4,5,5,1,3,1,5,7,2,5,6,5,2,7,2,0,3,3,3,0,2,1
10340,1,1,Fatal injury,21,2,4,4,0,1,0,1,10,8,2,2,5,8,5,4,7,2,0,3,3,0,0,1,1
10341,2,1,Slight Injury,16,6,1,4,5,2,3,3,9,5,7,2,5,8,5,0,0,4,0,3,3,3,0,2,1
10342,2,1,Slight Injury,16,6,1,4,1,1,1,2,9,8,4,2,5,2,5,0,0,2,0,1,3,0,0,1,1
10343,2,1,Slight Injury,17,5,2,1,0,5,0,2,10,3,9,2,5,8,5,2,7,0,0,3,0,2,0,0,1
10344,2,1,Slight Injury,17,5,3,4,5,3,0,3,10,17,7,2,5,8,5,2,7,2,0,0,0,3,0,2,1
10345,1,1,Slight Injury,22,2,6,5,0,5,1,2,10,7,6,4,5,8,5,8,1,2,0,3,3,0,0,0,1
10346,2,1,Slight Injury,7,1,1,4,1,5,0,2,11,17,4,2,5,2,5,4,1,5,0,3,3,1,3,0,1
10347,2,1,Slight Injury,7,1,2,4,0,0,0,2,3,10,4,3,5,2,5,4,1,0,0,3,3,0,3,0,1
10348,2,1,Slight Injury,20,3,1,0,0,5,1,2,1,13,7,4,5,8,5,2,7,2,0,3,0,1,0,0,1
10349,2,1,Slight Injury,20,3,6,5,0,3,4,2,0,5,3,2,5,8,5,2,7,2,0,1,0,1,0,0,0
10350,1,1,Slight Injury,20,2,0,5,5,5,2,3,3,5,6,2,5,2,5,3,0,1,0,3,3,3,0,2,1
10351,1,1,Slight Injury,18,4,1,4,0,1,0,2,3,11,2,2,5,2,5,8,1,4,0,3,3,0,0,1,1
10352,1,1,Slight Injury,16,6,3,4,5,2,1,3,10,0,3,2,7,8,5,4,5,4,0,1,3,3,0,2,1
10353,2,1,Serious Injury,18,5,4,4,5,3,0,3,13,0,6,2,5,8,5,4,2,6,0,3,3,3,0,2,1
10354,2,1,Serious Injury,18,5,1,4,1,1,0,2,1,0,7,2,0,8,5,4,2,2,0,3,3,0,0,1,1
10355,1,1,Slight Injury,15,1,4,4,1,0,0,2,1,11,6,2,5,2,0,0,1,4,0,3,3,2,3,1,1
10356,2,2,Slight Injury,18,6,2,2,0,1,3,2,10,4,6,2,7,8,5,4,1,2,0,3,3,0,0,1,1
10357,2,2,Slight Injury,18,6,0,0,5,5,0,3,10,8,7,2,3,8,5,4,1,0,0,3,3,3,0,2,1
10358,1,2,Slight Injury,20,5,4,4,5,0,1,3,17,4,6,4,6,8,5,2,7,4,0,3,3,3,0,2,1
10359,1,2,Slight Injury,20,5,6,5,2,5,1,2,2,8,9,7,5,6,5,2,7,4,0,3,3,0,0,1,1
10360,2,1,Slight Injury,17,1,4,2,5,5,1,3,12,13,7,4,5,8,5,2,7,2,0,3,0,3,0,2,1
10361,2,1,Slight Injury,17,1,4,2,0,1,0,2,11,4,6,4,5,8,5,2,7,0,0,3,0,0,0,1,1
10362,1,1,Serious Injury,20,6,6,5,5,2,0,3,12,17,6,7,7,1,5,2,0,4,0,3,3,3,0,2,1
10363,2,2,Slight Injury,22,0,1,2,1,5,1,2,13,17,6,2,5,8,5,2,1,6,0,4,0,0,0,1,1
10364,2,2,Slight Injury,22,0,3,4,0,2,1,2,13,5,7,2,6,8,5,2,1,2,0,3,0,0,0,0,1
10365,2,2,Slight Injury,22,0,3,4,5,5,0,3,9,7,2,2,5,8,5,2,1,4,0,3,0,3,0,2,1
10366,1,1,Slight Injury,15,0,2,4,5,5,2,3,10,7,4,2,5,8,5,2,7,4,0,3,3,3,3,2,1
10367,2,1,Slight Injury,17,6,0,4,0,0,1,2,9,0,6,9,5,2,5,2,7,0,0,3,0,0,0,1,1
10368,2,1,Slight Injury,17,6,4,5,2,5,0,2,12,7,2,2,5,8,5,2,7,4,0,3,0,0,0,1,1
10369,3,1,Slight Injury,6,2,4,4,5,5,0,3,3,0,6,2,5,8,5,4,0,4,0,3,3,3,0,2,1
10370,3,1,Slight Injury,6,2,1,2,5,5,2,3,10,10,6,2,5,8,5,4,0,6,0,3,3,3,0,2,1
10371,3,1,Slight Injury,6,2,0,4,0,5,2,2,13,5,9,2,5,8,5,4,0,2,0,3,3,0,0,1,1
10372,2,1,Serious Injury,11,4,2,4,1,2,2,2,1,17,6,2,5,2,5,2,7,2,0,3,3,0,3,1,1
10373,2,1,Serious Injury,11,4,1,1,5,2,0,3,10,0,9,3,5,8,5,2,7,4,0,3,3,3,3,2,1
10374,2,2,Slight Injury,17,6,2,1,0,1,0,2,3,17,6,2,5,2,5,2,7,0,0,3,0,0,0,1,1
10375,2,2,Slight Injury,17,6,3,4,1,1,0,2,10,5,6,2,5,8,0,2,7,0,0,3,0,2,0,1,1
10376,2,2,Slight Injury,17,6,2,4,0,5,0,2,12,17,7,9,5,6,5,2,7,2,0,4,0,0,0,0,1
10377,1,1,Slight Injury,17,0,2,2,5,5,1,3,1,5,7,2,5,8,5,2,7,2,0,3,0,3,0,2,1
10378,2,2,Slight Injury,10,1,2,4,1,3,0,1,11,15,9,2,5,8,5,4,0,2,0,3,3,0,3,0,1
10379,2,2,Slight Injury,10,1,3,4,5,5,2,3,12,5,2,2,5,8,5,4,0,2,0,3,3,3,3,2,1
10380,2,1,Slight Injury,10,1,0,4,1,5,1,2,0,5,2,2,5,8,5,4,7,0,0,0,3,0,3,1,1
10381,2,1,Slight Injury,10,1,1,4,0,1,1,2,18,7,9,2,5,8,5,4,7,0,0,3,3,1,3,0,1
10382,1,1,Serious Injury,18,0,0,4,5,5,0,3,4,14,6,2,6,1,5,4,7,2,0,3,3,3,0,2,1
10383,2,2,Slight Injury,17,2,6,5,5,2,0,3,3,14,6,3,6,6,5,4,7,2,2,3,3,3,0,2,1
10384,2,2,Slight Injury,17,2,2,1,3,1,0,2,4,5,9,2,5,8,5,4,7,2,0,3,3,2,0,1,1
10385,1,1,Serious Injury,17,2,2,4,1,2,2,2,3,5,2,2,5,6,5,4,0,6,0,3,3,0,2,0,1
10386,1,1,Slight Injury,17,6,3,4,0,5,0,2,11,7,7,2,5,8,5,4,7,2,0,3,3,0,0,1,1
10387,2,2,Slight Injury,19,1,1,4,5,5,0,3,3,0,6,2,5,8,5,2,7,2,0,3,0,3,0,2,1
10388,2,2,Slight Injury,19,1,3,4,0,5,1,2,1,17,7,3,5,8,5,2,7,2,0,3,0,0,0,1,1
10389,1,2,Serious Injury,21,4,1,4,5,5,1,3,9,15,7,2,5,4,5,4,1,2,0,3,3,3,0,2,1
10390,1,2,Serious Injury,21,4,2,1,1,5,1,2,3,5,13,4,5,8,5,4,1,5,0,3,3,0,0,1,1
10391,2,1,Slight Injury,13,1,2,1,3,1,2,2,1,7,9,4,9,2,5,2,7,2,0,0,0,1,3,0,1
10392,2,1,Slight Injury,13,1,2,4,0,4,2,2,3,0,2,2,5,8,4,2,7,4,0,3,0,2,3,0,1
10393,1,1,Slight Injury,4,4,2,4,1,5,1,2,3,11,7,2,5,8,1,2,7,4,0,4,3,2,0,1,1
10394,2,1,Slight Injury,13,0,3,1,3,5,1,2,3,14,7,2,5,8,5,2,7,1,0,3,0,1,3,1,1
10395,2,1,Slight Injury,13,0,4,4,5,5,2,3,1,0,9,2,5,1,5,2,7,2,0,3,0,3,3,2,1
10396,1,1,Serious Injury,17,4,2,4,1,5,1,2,1,5,6,4,5,8,5,2,3,1,0,3,0,0,0,1,1
10397,2,1,Slight Injury,12,3,0,1,5,5,2,3,3,7,4,2,5,8,5,2,0,2,0,3,0,3,3,2,1
10398,2,1,Slight Injury,12,3,3,4,0,5,1,2,16,10,9,1,5,8,5,2,0,0,0,0,0,0,3,1,1
10399,2,1,Slight Injury,13,5,1,1,1,5,0,2,1,7,6,2,5,6,2,2,1,5,0,3,0,2,3,1,1
10400,2,1,Slight Injury,13,5,2,4,0,1,1,1,10,7,7,2,5,2,5,2,1,5,0,3,0,0,3,1,1
10401,3,3,Slight Injury,12,5,4,4,0,5,1,2,13,12,2,2,5,8,1,2,0,6,0,3,0,2,3,0,1
10402,3,3,Slight Injury,12,5,2,4,5,3,0,3,1,5,4,2,5,8,5,2,0,5,0,3,0,3,3,2,1
10403,3,3,Slight Injury,12,5,3,2,4,5,1,2,1,5,1,2,5,2,5,2,0,1,0,3,0,0,3,0,1
10404,3,3,Slight Injury,12,5,2,4,1,5,1,2,16,8,0,2,5,8,5,2,0,4,0,3,0,0,3,0,1
10405,3,1,Serious Injury,8,6,0,1,3,5,0,2,13,4,7,3,5,8,5,2,7,2,0,3,0,0,3,0,1
10406,3,1,Serious Injury,8,6,6,4,5,5,0,3,4,0,7,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10407,3,1,Serious Injury,8,6,0,0,3,5,2,2,16,0,4,4,9,6,5,2,7,2,0,3,0,0,3,1,1
10408,3,1,Slight Injury,12,0,3,4,1,1,2,2,12,4,7,2,5,6,1,8,7,2,0,0,3,2,3,0,1
10409,3,1,Slight Injury,12,0,0,4,0,5,2,2,9,6,6,2,5,1,5,8,7,6,0,0,3,0,3,1,1
10410,3,1,Slight Injury,12,0,2,4,5,5,1,3,13,5,13,2,5,8,5,8,7,6,0,3,3,3,3,2,1
10411,2,1,Slight Injury,12,4,1,4,4,5,1,2,12,14,6,2,5,8,5,2,0,2,0,3,0,2,3,1,1
10412,2,1,Slight Injury,12,4,6,5,5,5,1,3,11,0,6,11,5,8,5,2,0,4,0,3,0,3,3,2,1
10413,3,4,Slight Injury,11,3,1,4,4,5,3,2,1,7,7,3,5,1,5,2,0,6,0,1,3,0,3,1,1
10414,3,4,Slight Injury,11,3,1,4,5,1,0,3,1,7,7,11,5,1,5,2,0,6,0,0,3,3,3,2,1
10415,3,4,Slight Injury,11,3,3,4,0,5,1,2,1,15,7,2,5,8,5,2,0,4,0,3,3,0,3,0,1
10416,3,4,Slight Injury,11,3,0,4,5,3,1,3,4,0,7,2,5,8,5,2,0,6,0,3,3,3,3,2,1
10417,1,1,Serious Injury,10,1,0,0,4,5,2,2,0,3,9,11,5,8,5,2,1,4,0,4,3,0,3,1,1
10418,2,1,Slight Injury,22,4,5,0,0,1,1,2,9,3,2,2,5,2,5,0,0,4,0,3,0,0,2,1,1
10419,2,1,Slight Injury,22,4,0,4,5,1,1,3,2,5,6,2,5,8,5,0,0,0,0,3,0,3,2,2,1
10420,2,2,Slight Injury,17,0,2,4,5,1,2,3,9,5,2,2,5,2,5,2,3,6,0,3,3,3,0,2,1
10421,2,2,Slight Injury,17,0,3,4,4,1,1,2,10,4,7,2,5,8,5,2,3,2,0,3,3,0,0,1,1
10422,2,1,Slight Injury,12,5,3,4,4,5,2,2,13,0,13,2,5,8,0,2,7,6,0,3,3,2,3,1,1
10423,2,1,Slight Injury,12,5,2,4,5,0,1,3,12,15,12,2,3,2,5,2,7,6,0,3,3,3,3,2,1
10424,3,3,Serious Injury,8,5,1,1,1,2,2,2,1,7,6,2,6,8,5,2,7,2,0,3,0,0,3,1,1
10425,3,3,Serious Injury,8,5,1,4,0,4,0,2,13,0,7,4,3,8,5,2,7,6,0,3,0,0,3,0,1
10426,3,3,Serious Injury,8,5,4,4,5,5,1,3,10,0,6,2,5,2,5,2,7,4,0,3,0,3,3,2,1
10427,1,1,Serious Injury,17,5,1,4,0,5,0,2,3,0,7,2,5,2,5,2,1,4,0,3,3,0,0,0,1
10428,1,1,Slight Injury,17,6,1,4,5,1,4,3,10,0,7,2,5,8,5,2,0,2,0,3,0,3,0,2,0
10429,2,1,Slight Injury,9,4,2,1,4,5,1,1,9,11,6,2,5,8,6,2,7,4,0,3,0,2,3,1,1
10430,2,1,Slight Injury,9,4,3,4,1,5,2,2,10,4,7,2,5,8,5,2,7,0,0,3,0,0,3,0,1
10431,2,1,Serious Injury,18,0,6,5,5,5,1,3,9,5,2,2,5,8,5,2,7,6,0,3,0,3,0,2,1
10432,2,1,Serious Injury,18,0,1,4,0,5,4,2,11,5,6,3,5,8,5,2,7,2,0,3,0,0,0,1,0
10433,2,3,Slight Injury,19,5,2,4,5,3,0,3,0,14,6,2,5,8,5,3,7,2,0,3,3,3,0,2,1
10434,2,3,Slight Injury,19,5,1,0,4,1,1,1,10,7,7,2,7,8,5,3,7,4,0,3,3,2,0,1,1
10435,2,3,Slight Injury,19,5,6,5,1,1,1,2,13,0,9,2,5,8,5,3,7,4,0,3,3,0,0,1,1
10436,2,3,Slight Injury,19,5,0,5,0,5,1,2,10,8,9,2,5,8,5,3,7,4,0,3,3,0,0,1,1
10437,2,2,Serious Injury,13,0,1,4,3,2,1,1,11,6,13,2,5,8,0,2,3,2,0,3,0,2,3,1,1
10438,2,2,Serious Injury,13,0,3,4,0,5,0,2,9,0,7,2,5,8,5,2,3,6,0,3,0,2,3,1,1
10439,1,1,Slight Injury,8,6,4,4,2,5,2,1,11,8,6,2,3,8,5,4,1,5,0,3,3,0,3,1,1
10440,1,1,Serious Injury,13,5,1,4,5,5,3,3,10,6,12,2,5,8,5,2,1,0,0,0,3,3,3,2,1
10441,2,2,Slight Injury,16,1,4,4,0,5,1,1,11,14,7,2,3,8,5,2,5,2,0,3,3,0,1,1,1
10442,2,2,Slight Injury,16,1,2,2,5,2,1,3,3,5,7,2,8,8,5,2,5,2,0,3,3,3,1,2,1
10443,2,2,Slight Injury,8,4,0,0,1,5,0,2,7,15,2,2,5,8,5,3,7,2,0,0,3,0,3,1,1
10444,2,2,Slight Injury,8,4,4,4,1,5,2,2,3,0,6,2,6,8,5,3,7,5,0,4,3,0,3,1,1
10445,2,2,Slight Injury,8,4,6,5,5,5,2,3,0,3,7,4,6,8,5,3,7,2,0,3,3,3,3,2,1
10446,1,1,Slight Injury,2,4,4,2,0,5,1,2,12,0,9,2,5,2,5,3,1,0,0,0,3,0,0,1,1
10447,2,1,Slight Injury,7,6,4,2,5,5,2,3,1,9,6,2,5,8,5,8,0,2,0,3,3,3,0,2,1
10448,2,1,Slight Injury,7,6,6,5,0,5,1,2,1,4,6,2,5,1,5,8,0,4,0,3,3,0,0,1,1
10449,1,1,Fatal injury,11,6,1,2,5,4,2,3,10,8,6,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10450,2,1,Serious Injury,18,4,3,4,5,0,2,3,10,5,2,2,5,2,5,4,5,5,0,1,3,3,0,2,1
10451,2,1,Serious Injury,18,4,3,4,1,5,3,2,0,7,6,2,5,8,5,4,5,2,0,3,3,0,0,0,1
10452,2,1,Slight Injury,14,2,2,4,0,0,1,2,1,0,6,2,6,8,5,7,7,2,0,3,0,0,3,1,1
10453,2,1,Slight Injury,14,2,0,4,5,5,0,3,12,3,6,4,6,8,5,7,7,2,0,3,0,3,3,2,1
10454,1,1,Slight Injury,2,2,4,5,0,2,4,1,0,4,6,2,5,8,5,2,1,2,0,3,0,0,0,1,0
10455,1,1,Serious Injury,17,6,4,4,5,5,2,3,12,3,7,2,5,8,5,7,7,2,0,3,3,3,0,2,1
10456,2,3,Slight Injury,11,2,1,2,0,5,0,2,9,0,9,2,5,6,5,2,7,0,0,3,0,1,3,1,1
10457,2,3,Slight Injury,11,2,0,4,4,5,2,1,18,15,2,2,5,2,5,2,7,4,0,3,0,0,3,1,1
10458,2,3,Slight Injury,11,2,2,4,5,5,2,3,10,15,7,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10459,2,3,Slight Injury,11,2,1,1,1,5,2,2,10,3,1,2,5,2,5,2,7,2,0,3,0,0,3,1,1
10460,2,2,Slight Injury,10,3,2,1,0,5,2,2,10,4,13,2,5,8,5,2,7,5,0,4,0,0,3,0,1
10461,2,2,Slight Injury,10,3,3,4,5,5,1,3,0,4,4,2,6,8,5,2,7,4,0,3,0,3,3,2,1
10462,2,2,Slight Injury,10,3,2,4,0,5,1,2,12,3,7,2,5,8,5,2,7,2,0,3,0,0,3,1,1
10463,2,1,Slight Injury,18,5,2,2,5,5,1,3,2,16,7,3,5,8,5,4,7,6,0,3,3,3,0,2,1
10464,2,1,Slight Injury,18,5,2,4,4,2,0,2,16,3,2,2,5,8,5,4,7,6,0,3,3,2,0,0,1
10465,2,2,Slight Injury,13,6,3,4,0,2,2,1,13,3,2,2,5,2,5,2,2,4,0,3,0,0,3,1,1
10466,2,2,Slight Injury,13,6,0,4,5,5,2,3,0,10,7,2,5,8,5,2,2,2,0,3,0,3,3,2,1
10467,2,2,Slight Injury,13,6,1,4,0,5,1,2,11,0,7,2,5,2,3,2,2,1,0,3,0,2,3,0,1
10468,1,1,Slight Injury,15,5,0,4,1,1,0,2,0,0,1,3,5,8,5,2,1,2,5,0,0,0,3,0,1
10469,1,1,Slight Injury,9,4,6,5,5,1,2,3,10,8,7,2,5,8,5,2,7,4,0,3,0,3,3,2,1
10470,3,1,Slight Injury,11,1,2,1,5,2,4,3,9,17,6,4,5,8,5,2,7,4,0,3,0,3,3,2,0
10471,3,1,Slight Injury,11,1,2,4,0,2,0,2,0,14,2,4,5,8,5,2,7,2,0,3,0,0,3,1,1
10472,3,1,Slight Injury,11,1,3,4,5,1,0,3,13,17,6,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10473,2,2,Serious Injury,10,6,1,4,0,5,3,2,10,0,6,2,7,8,5,2,1,4,0,4,3,0,3,1,1
10474,2,2,Serious Injury,10,6,3,4,0,1,3,2,9,0,7,2,5,8,5,2,1,4,0,3,3,0,3,1,1
10475,2,2,Serious Injury,10,6,1,4,5,5,1,3,10,3,9,2,5,8,5,2,1,2,0,0,3,3,3,2,1
10476,2,1,Slight Injury,18,4,2,1,5,1,0,3,0,10,6,4,6,8,5,2,7,2,0,3,0,3,0,2,1
